Default maxiter = 1024; set to maxiter = 4096 
38.0,37.0,38.0
38.0,37.0,37.0
36.0,37.0,37.0
38.0,38.0,38.0
38.0,37.0,37.0
37.0,37.0,38.0
38.0,37.0,38.0
37.0,37.0,38.0
38.0,38.0,38.0
36.0,38.0,38.0
38.0,36.0,39.0
37.0,38.0,38.0
38.0,38.0,38.0
37.0,37.0,38.0
39.0,38.0,38.0
38.0,37.0,37.0
38.0,38.0,37.0
37.0,38.0,37.0
38.0,38.0,37.0
39.0,38.0,37.0
38.0,38.0,38.0
39.0,36.0,38.0
38.0,38.0,37.0
37.0,38.0,38.0
38.0,38.0,37.0
38.0,37.0,38.0
38.0,36.0,37.0
37.0,36.0,38.0
38.0,37.0,38.0
38.0,38.0,38.0
37.0,38.0,37.0
38.0,36.0,38.0
38.0,38.0,37.0
38.0,38.0,37.0
38.0,38.0,38.0
38.0,37.0,38.0
38.0,38.0,37.0
38.0,37.0,37.0
38.0,37.0,37.0
36.0,38.0,38.0
38.0,38.0,37.0
37.0,38.0,38.0
38.0,38.0,38.0
37.0,37.0,38.0
38.0,37.0,38.0
38.0,38.0,38.0
37.0,37.0,38.0
37.0,36.0,37.0
37.0,38.0,38.0
38.0,38.0,38.0
38.0,38.0,38.0
37.0,37.0,36.0
38.0,38.0,38.0
38.0,38.0,38.0
37.0,38.0,37.0
38.0,37.0,39.0
37.0,37.0,37.0
38.0,38.0,38.0
38.0,38.0,36.0
38.0,38.0,38.0
37.0,38.0,38.0
38.0,36.0,38.0
37.0,36.0,37.0
38.0,36.0,36.0
38.0,37.0,37.0
36.0,38.0,36.0
36.0,37.0,36.0
38.0,38.0,37.0
36.0,38.0,38.0
38.0,37.0,38.0
36.0,38.0,37.0
37.0,38.0,38.0
38.0,38.0,38.0
37.0,37.0,38.0
38.0,37.0,37.0
36.0,38.0,38.0
37.0,38.0,37.0
37.0,36.0,38.0
37.0,37.0,37.0
37.0,37.0,38.0
37.0,36.0,36.0
37.0,38.0,37.0
37.0,37.0,37.0
37.0,38.0,38.0
36.0,36.0,37.0
36.0,36.0,36.0
36.0,38.0,38.0
37.0,36.0,38.0
37.0,36.0,38.0
38.0,37.0,38.0
37.0,37.0,37.0
36.0,36.0,37.0
36.0,36.0,37.0
38.0,38.0,38.0
36.0,36.0,37.0
38.0,37.0,38.0
37.0,38.0,38.0
36.0,37.0,37.0
37.0,37.0,37.0
37.0,37.0,38.0
38.0,38.0,37.0
37.0,39.0,37.0
36.0,37.0,36.0
38.0,37.0,37.0
38.0,37.0,36.0
37.0,37.0,36.0
36.0,38.0,36.0
37.0,37.0,38.0
36.0,36.0,36.0
36.0,38.0,38.0
37.0,36.0,36.0
37.0,36.0,38.0
38.0,38.0,36.0
38.0,37.0,36.0
36.0,36.0,37.0
36.0,36.0,36.0
38.0,36.0,36.0
36.0,38.0,38.0
36.0,36.0,37.0
38.0,36.0,37.0
38.0,37.0,36.0
38.0,36.0,38.0
36.0,36.0,38.0
38.0,37.0,37.0
38.0,36.0,36.0
38.0,37.0,38.0
38.0,37.0,37.0
37.0,37.0,36.0
36.0,36.0,36.0
36.0,38.0,36.0
36.0,36.0,36.0
35.0,37.0,36.0
38.0,37.0,38.0
37.0,38.0,38.0
38.0,36.0,36.0
37.0,37.0,36.0
37.0,36.0,37.0
38.0,36.0,36.0
37.0,36.0,37.0
36.0,36.0,37.0
38.0,37.0,36.0
36.0,36.0,36.0
37.0,36.0,38.0
37.0,36.0,38.0
36.0,36.0,37.0
36.0,36.0,38.0
37.0,37.0,37.0
36.0,36.0,38.0
36.0,37.0,37.0
36.0,36.0,36.0
38.0,37.0,36.0
36.0,38.0,37.0
37.0,38.0,38.0
36.0,36.0,36.0
38.0,36.0,36.0
36.0,36.0,37.0
38.0,36.0,36.0
37.0,36.0,38.0
37.0,36.0,36.0
37.0,37.0,36.0
37.0,37.0,37.0
36.0,36.0,36.0
36.0,38.0,36.0
36.0,36.0,36.0
38.0,37.0,36.0
36.0,37.0,36.0
38.0,36.0,36.0
36.0,38.0,36.0
37.0,38.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,38.0,36.0
39.0,36.0,36.0
36.0,37.0,37.0
36.0,36.0,36.0
36.0,36.0,37.0
36.0,36.0,36.0
36.0,37.0,36.0
38.0,36.0,37.0
36.0,36.0,36.0
36.0,36.0,37.0
37.0,36.0,37.0
36.0,36.0,36.0
36.0,36.0,37.0
36.0,36.0,36.0
37.0,38.0,36.0
36.0,36.0,37.0
36.0,36.0,36.0
36.0,36.0,38.0
36.0,37.0,37.0
36.0,37.0,36.0
36.0,36.0,36.0
37.0,37.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
37.0,36.0,36.0
37.0,37.0,36.0
38.0,37.0,36.0
36.0,36.0,38.0
36.0,37.0,36.0
38.0,36.0,36.0
36.0,36.0,38.0
36.0,38.0,37.0
36.0,38.0,38.0
37.0,36.0,36.0
36.0,36.0,37.0
37.0,36.0,36.0
36.0,38.0,36.0
36.0,38.0,36.0
36.0,36.0,36.0
36.0,37.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,37.0
37.0,36.0,36.0
37.0,36.0,36.0
36.0,36.0,37.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,38.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,37.0,36.0
38.0,36.0,37.0
36.0,37.0,36.0
36.0,36.0,36.0
36.0,36.0,37.0
36.0,36.0,38.0
36.0,36.0,37.0
36.0,36.0,36.0
38.0,36.0,37.0
36.0,36.0,37.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,37.0,36.0
36.0,36.0,37.0
36.0,36.0,38.0
36.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,36.0,37.0
36.0,36.0,36.0
36.0,35.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
37.0,36.0,37.0
36.0,36.0,37.0
36.0,37.0,36.0
37.0,36.0,36.0
36.0,37.0,38.0
36.0,36.0,37.0
37.0,36.0,37.0
36.0,36.0,36.0
36.0,37.0,36.0
36.0,38.0,36.0
36.0,38.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,37.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
37.0,36.0,36.0
36.0,37.0,36.0
35.0,36.0,36.0
36.0,37.0,36.0
37.0,37.0,37.0
37.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
37.0,36.0,36.0
37.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
35.0,36.0,36.0
38.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
37.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
35.0,36.0,36.0
36.0,35.0,36.0
38.0,36.0,36.0
37.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,35.0,36.0
36.0,36.0,36.0
37.0,36.0,36.0
36.0,36.0,36.0
36.0,35.0,36.0
36.0,36.0,36.0
38.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,35.0
36.0,35.0,36.0
36.0,37.0,38.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
38.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,35.0
35.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,35.0,36.0
35.0,36.0,36.0
37.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,37.0,36.0
36.0,36.0,36.0
37.0,36.0,36.0
35.0,36.0,35.0
36.0,36.0,36.0
36.0,35.0,36.0
36.0,36.0,36.0
36.0,35.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
35.0,37.0,36.0
36.0,35.0,36.0
37.0,36.0,36.0
36.0,36.0,35.0
37.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,37.0
36.0,36.0,36.0
36.0,35.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
35.0,36.0,36.0
36.0,35.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,35.0,35.0
36.0,36.0,36.0
35.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,36.0,34.0
35.0,36.0,36.0
36.0,37.0,36.0
36.0,37.0,36.0
36.0,36.0,36.0
37.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
35.0,38.0,36.0
35.0,36.0,36.0
35.0,36.0,36.0
36.0,36.0,36.0
35.0,37.0,36.0
36.0,36.0,36.0
36.0,36.0,35.0
35.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,37.0,35.0
36.0,36.0,36.0
36.0,35.0,35.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,36.0,37.0
36.0,36.0,35.0
35.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
35.0,36.0,35.0
36.0,36.0,36.0
36.0,36.0,36.0
35.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
35.0,35.0,36.0
36.0,35.0,36.0
36.0,36.0,35.0
36.0,36.0,35.0
36.0,35.0,35.0
36.0,36.0,36.0
36.0,37.0,36.0
36.0,36.0,35.0
35.0,36.0,35.0
35.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,35.0,36.0
36.0,35.0,36.0
35.0,36.0,34.0
35.0,35.0,36.0
35.0,35.0,36.0
35.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,35.0
36.0,36.0,36.0
35.0,36.0,36.0
36.0,36.0,36.0
35.0,35.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,35.0,36.0
35.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,35.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,35.0,35.0
35.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,35.0
35.0,36.0,36.0
35.0,36.0,36.0
36.0,36.0,36.0
36.0,35.0,35.0
36.0,35.0,35.0
35.0,36.0,35.0
36.0,35.0,36.0
35.0,36.0,36.0
36.0,35.0,36.0
36.0,37.0,34.0
35.0,35.0,36.0
36.0,36.0,36.0
35.0,36.0,36.0
36.0,36.0,36.0
36.0,35.0,35.0
34.0,35.0,36.0
35.0,36.0,35.0
36.0,35.0,35.0
36.0,36.0,36.0
36.0,35.0,35.0
36.0,35.0,36.0
35.0,35.0,35.0
36.0,35.0,35.0
36.0,35.0,35.0
36.0,35.0,36.0
36.0,36.0,35.0
35.0,36.0,35.0
36.0,35.0,35.0
36.0,35.0,36.0
36.0,37.0,36.0
36.0,36.0,36.0
35.0,35.0,35.0
36.0,35.0,36.0
35.0,36.0,36.0
36.0,36.0,36.0
35.0,35.0,36.0
35.0,36.0,35.0
36.0,36.0,36.0
36.0,35.0,36.0
36.0,36.0,35.0
35.0,36.0,35.0
35.0,35.0,35.0
36.0,36.0,35.0
36.0,35.0,35.0
35.0,36.0,36.0
34.0,35.0,35.0
35.0,36.0,37.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,36.0,36.0
35.0,36.0,35.0
35.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,35.0
35.0,36.0,34.0
35.0,34.0,36.0
35.0,36.0,35.0
36.0,36.0,35.0
36.0,35.0,35.0
35.0,35.0,36.0
36.0,36.0,35.0
34.0,35.0,35.0
36.0,36.0,35.0
36.0,35.0,35.0
34.0,35.0,35.0
36.0,35.0,35.0
36.0,36.0,36.0
35.0,36.0,35.0
35.0,36.0,36.0
36.0,36.0,36.0
36.0,35.0,35.0
36.0,35.0,36.0
36.0,36.0,36.0
36.0,36.0,35.0
36.0,36.0,36.0
36.0,36.0,36.0
35.0,36.0,35.0
36.0,36.0,36.0
36.0,36.0,36.0
35.0,36.0,35.0
35.0,35.0,35.0
36.0,36.0,36.0
36.0,35.0,36.0
35.0,35.0,36.0
35.0,35.0,35.0
36.0,36.0,36.0
36.0,35.0,35.0
36.0,35.0,36.0
36.0,36.0,35.0
35.0,36.0,36.0
34.0,36.0,35.0
35.0,36.0,36.0
36.0,36.0,36.0
36.0,35.0,36.0
36.0,36.0,35.0
36.0,35.0,35.0
36.0,36.0,35.0
35.0,35.0,35.0
35.0,36.0,35.0
35.0,35.0,36.0
35.0,36.0,35.0
35.0,36.0,35.0
36.0,36.0,36.0
35.0,35.0,35.0
36.0,36.0,36.0
35.0,36.0,36.0
35.0,36.0,36.0
36.0,35.0,35.0
36.0,35.0,35.0
35.0,36.0,35.0
34.0,35.0,36.0
36.0,35.0,35.0
35.0,35.0,35.0
36.0,36.0,36.0
36.0,36.0,36.0
36.0,35.0,35.0
35.0,35.0,35.0
36.0,35.0,34.0
35.0,35.0,36.0
35.0,35.0,36.0
35.0,35.0,35.0
36.0,36.0,35.0
36.0,36.0,36.0
35.0,36.0,35.0
36.0,35.0,36.0
35.0,36.0,35.0
35.0,36.0,35.0
36.0,34.0,35.0
35.0,35.0,35.0
35.0,36.0,36.0
34.0,35.0,36.0
35.0,35.0,35.0
36.0,36.0,36.0
36.0,35.0,36.0
35.0,35.0,36.0
35.0,34.0,36.0
36.0,36.0,36.0
35.0,34.0,36.0
36.0,35.0,35.0
36.0,36.0,35.0
35.0,36.0,35.0
35.0,35.0,36.0
35.0,35.0,34.0
35.0,36.0,36.0
35.0,35.0,35.0
36.0,36.0,35.0
36.0,35.0,35.0
36.0,36.0,35.0
35.0,35.0,35.0
36.0,35.0,35.0
35.0,35.0,36.0
35.0,36.0,34.0
36.0,36.0,36.0
36.0,34.0,34.0
35.0,35.0,35.0
36.0,36.0,35.0
35.0,36.0,35.0
36.0,35.0,35.0
35.0,34.0,35.0
35.0,36.0,36.0
36.0,35.0,35.0
36.0,34.0,35.0
35.0,36.0,36.0
36.0,35.0,36.0
35.0,35.0,36.0
35.0,36.0,35.0
36.0,35.0,36.0
35.0,36.0,36.0
35.0,36.0,36.0
34.0,36.0,35.0
35.0,35.0,35.0
36.0,36.0,35.0
36.0,35.0,36.0
35.0,35.0,36.0
35.0,35.0,35.0
36.0,36.0,35.0
34.0,36.0,36.0
35.0,35.0,36.0
36.0,35.0,35.0
35.0,35.0,36.0
35.0,34.0,35.0
35.0,35.0,35.0
34.0,35.0,35.0
36.0,35.0,36.0
36.0,36.0,34.0
35.0,35.0,35.0
36.0,35.0,35.0
35.0,36.0,36.0
35.0,35.0,36.0
35.0,35.0,35.0
36.0,35.0,35.0
35.0,36.0,35.0
36.0,35.0,36.0
35.0,35.0,36.0
36.0,34.0,35.0
35.0,36.0,36.0
35.0,36.0,36.0
35.0,36.0,35.0
35.0,34.0,35.0
35.0,35.0,35.0
35.0,36.0,36.0
35.0,35.0,36.0
36.0,34.0,35.0
35.0,36.0,35.0
34.0,36.0,35.0
35.0,35.0,35.0
35.0,36.0,35.0
34.0,36.0,35.0
36.0,35.0,35.0
35.0,34.0,35.0
36.0,35.0,36.0
36.0,35.0,35.0
35.0,36.0,36.0
35.0,35.0,36.0
36.0,36.0,36.0
35.0,35.0,35.0
36.0,35.0,36.0
36.0,36.0,35.0
35.0,36.0,35.0
36.0,35.0,35.0
35.0,36.0,35.0
35.0,36.0,35.0
35.0,35.0,35.0
36.0,36.0,36.0
36.0,36.0,35.0
35.0,35.0,35.0
34.0,35.0,35.0
36.0,36.0,35.0
35.0,35.0,36.0
35.0,35.0,35.0
35.0,35.0,36.0
34.0,36.0,35.0
34.0,36.0,36.0
35.0,35.0,34.0
36.0,36.0,35.0
36.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,35.0
35.0,34.0,35.0
35.0,35.0,36.0
34.0,36.0,36.0
36.0,36.0,36.0
34.0,35.0,35.0
36.0,35.0,35.0
35.0,35.0,35.0
36.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,36.0
35.0,35.0,35.0
35.0,35.0,36.0
36.0,36.0,36.0
35.0,35.0,35.0
35.0,36.0,34.0
34.0,34.0,35.0
35.0,35.0,36.0
36.0,36.0,35.0
35.0,36.0,36.0
35.0,35.0,35.0
36.0,36.0,35.0
34.0,35.0,35.0
35.0,35.0,35.0
36.0,36.0,35.0
35.0,36.0,36.0
36.0,36.0,35.0
35.0,35.0,35.0
36.0,35.0,35.0
36.0,35.0,35.0
35.0,35.0,36.0
36.0,36.0,36.0
35.0,35.0,35.0
35.0,35.0,36.0
35.0,36.0,36.0
35.0,35.0,35.0
36.0,35.0,35.0
36.0,36.0,36.0
35.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,36.0
36.0,36.0,35.0
35.0,35.0,35.0
36.0,35.0,35.0
36.0,35.0,35.0
35.0,35.0,36.0
36.0,36.0,34.0
35.0,36.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,36.0,36.0
35.0,35.0,35.0
35.0,36.0,36.0
35.0,34.0,35.0
35.0,35.0,35.0
36.0,34.0,34.0
35.0,36.0,34.0
34.0,35.0,35.0
35.0,35.0,35.0
36.0,37.0,35.0
35.0,36.0,35.0
35.0,36.0,36.0
35.0,36.0,35.0
35.0,36.0,34.0
35.0,36.0,35.0
35.0,35.0,36.0
35.0,35.0,35.0
36.0,35.0,36.0
35.0,34.0,35.0
35.0,34.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
36.0,33.0,36.0
35.0,35.0,35.0
34.0,35.0,35.0
35.0,35.0,35.0
35.0,36.0,35.0
36.0,35.0,35.0
35.0,35.0,36.0
36.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,36.0
36.0,35.0,35.0
35.0,34.0,35.0
36.0,35.0,36.0
33.0,36.0,35.0
36.0,36.0,35.0
35.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,36.0
35.0,34.0,35.0
36.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,36.0
34.0,35.0,35.0
35.0,36.0,35.0
34.0,36.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,36.0,36.0
34.0,34.0,35.0
35.0,35.0,35.0
35.0,35.0,36.0
36.0,35.0,35.0
36.0,35.0,35.0
35.0,35.0,35.0
36.0,36.0,35.0
35.0,35.0,33.0
35.0,35.0,35.0
35.0,36.0,35.0
35.0,35.0,35.0
36.0,35.0,35.0
36.0,35.0,35.0
35.0,36.0,35.0
35.0,35.0,35.0
35.0,34.0,35.0
35.0,35.0,35.0
36.0,34.0,36.0
35.0,35.0,36.0
35.0,35.0,36.0
35.0,34.0,35.0
36.0,35.0,36.0
36.0,35.0,36.0
35.0,35.0,36.0
35.0,36.0,36.0
35.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,34.0
35.0,35.0,35.0
36.0,35.0,35.0
35.0,35.0,35.0
35.0,36.0,35.0
34.0,36.0,35.0
36.0,33.0,36.0
35.0,35.0,36.0
35.0,36.0,35.0
35.0,35.0,34.0
35.0,34.0,34.0
35.0,36.0,35.0
34.0,35.0,35.0
36.0,34.0,35.0
36.0,34.0,35.0
35.0,36.0,35.0
35.0,36.0,35.0
35.0,36.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,36.0,35.0
36.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,34.0
35.0,36.0,35.0
35.0,36.0,35.0
34.0,35.0,34.0
35.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,35.0
36.0,35.0,36.0
35.0,34.0,35.0
35.0,35.0,35.0
36.0,35.0,35.0
35.0,36.0,35.0
35.0,35.0,35.0
36.0,34.0,36.0
35.0,36.0,34.0
35.0,36.0,33.0
35.0,34.0,34.0
35.0,35.0,34.0
34.0,36.0,35.0
34.0,35.0,35.0
36.0,36.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
36.0,34.0,36.0
34.0,35.0,35.0
34.0,35.0,36.0
35.0,35.0,36.0
35.0,35.0,35.0
36.0,34.0,35.0
35.0,35.0,36.0
36.0,35.0,36.0
36.0,36.0,35.0
35.0,36.0,36.0
35.0,34.0,35.0
35.0,35.0,34.0
34.0,36.0,36.0
35.0,35.0,35.0
35.0,36.0,35.0
35.0,35.0,35.0
36.0,35.0,36.0
36.0,34.0,35.0
34.0,35.0,35.0
35.0,36.0,35.0
35.0,35.0,35.0
34.0,34.0,36.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,34.0
35.0,35.0,37.0
35.0,35.0,35.0
35.0,35.0,34.0
34.0,35.0,36.0
35.0,34.0,34.0
35.0,35.0,35.0
35.0,34.0,36.0
35.0,36.0,35.0
35.0,36.0,35.0
36.0,35.0,35.0
34.0,35.0,35.0
36.0,36.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
36.0,35.0,35.0
36.0,35.0,35.0
36.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
36.0,35.0,35.0
34.0,35.0,35.0
35.0,35.0,35.0
36.0,36.0,34.0
36.0,35.0,36.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,36.0
35.0,34.0,35.0
35.0,34.0,35.0
36.0,36.0,34.0
35.0,36.0,35.0
35.0,36.0,35.0
35.0,34.0,35.0
35.0,34.0,35.0
36.0,35.0,35.0
35.0,36.0,35.0
35.0,34.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,34.0,34.0
36.0,35.0,34.0
36.0,35.0,36.0
36.0,35.0,36.0
35.0,35.0,35.0
34.0,34.0,35.0
35.0,35.0,35.0
33.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,34.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,35.0
35.0,35.0,35.0
36.0,35.0,35.0
34.0,35.0,35.0
34.0,35.0,34.0
35.0,35.0,34.0
35.0,35.0,35.0
34.0,36.0,35.0
35.0,34.0,35.0
36.0,36.0,35.0
35.0,35.0,35.0
34.0,35.0,35.0
35.0,36.0,35.0
35.0,35.0,36.0
35.0,35.0,34.0
35.0,36.0,35.0
33.0,34.0,35.0
36.0,35.0,35.0
35.0,35.0,35.0
35.0,34.0,35.0
35.0,34.0,35.0
36.0,35.0,35.0
36.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
36.0,34.0,35.0
33.0,35.0,35.0
36.0,35.0,36.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,34.0,35.0
36.0,35.0,35.0
35.0,35.0,36.0
35.0,36.0,35.0
35.0,35.0,35.0
35.0,35.0,34.0
35.0,35.0,35.0
34.0,36.0,35.0
35.0,36.0,36.0
35.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,34.0
35.0,35.0,35.0
35.0,36.0,33.0
34.0,35.0,35.0
36.0,35.0,35.0
34.0,35.0,35.0
35.0,35.0,36.0
36.0,35.0,34.0
35.0,36.0,34.0
36.0,36.0,35.0
35.0,34.0,35.0
35.0,35.0,34.0
35.0,36.0,34.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,34.0,35.0
35.0,35.0,34.0
35.0,35.0,35.0
35.0,34.0,35.0
35.0,35.0,34.0
35.0,35.0,35.0
34.0,36.0,34.0
35.0,34.0,35.0
34.0,35.0,34.0
36.0,35.0,35.0
35.0,35.0,34.0
35.0,35.0,36.0
34.0,34.0,35.0
35.0,35.0,35.0
34.0,35.0,35.0
35.0,35.0,36.0
34.0,35.0,35.0
35.0,35.0,35.0
35.0,34.0,36.0
35.0,35.0,35.0
34.0,36.0,36.0
35.0,36.0,35.0
35.0,35.0,34.0
34.0,34.0,36.0
35.0,35.0,35.0
36.0,34.0,34.0
34.0,35.0,35.0
35.0,36.0,36.0
35.0,36.0,35.0
35.0,35.0,35.0
35.0,36.0,35.0
35.0,34.0,35.0
36.0,35.0,34.0
34.0,35.0,35.0
35.0,35.0,35.0
35.0,36.0,36.0
36.0,35.0,36.0
35.0,36.0,35.0
34.0,35.0,34.0
34.0,35.0,35.0
34.0,35.0,34.0
34.0,34.0,35.0
34.0,35.0,35.0
35.0,35.0,36.0
33.0,33.0,36.0
35.0,35.0,35.0
35.0,34.0,34.0
35.0,36.0,35.0
35.0,36.0,35.0
35.0,36.0,35.0
33.0,35.0,35.0
36.0,35.0,35.0
35.0,35.0,34.0
35.0,35.0,35.0
34.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
34.0,35.0,36.0
35.0,35.0,35.0
35.0,35.0,34.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,34.0,35.0
36.0,35.0,36.0
35.0,34.0,34.0
36.0,35.0,35.0
36.0,35.0,35.0
34.0,34.0,35.0
33.0,35.0,35.0
35.0,36.0,35.0
35.0,35.0,35.0
36.0,36.0,35.0
34.0,35.0,35.0
35.0,35.0,35.0
34.0,35.0,35.0
35.0,36.0,35.0
34.0,35.0,35.0
35.0,35.0,34.0
35.0,35.0,36.0
34.0,35.0,34.0
36.0,36.0,35.0
35.0,35.0,34.0
34.0,34.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
36.0,35.0,35.0
35.0,34.0,36.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
36.0,34.0,35.0
34.0,35.0,34.0
35.0,35.0,36.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,33.0
35.0,36.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,34.0
35.0,35.0,35.0
36.0,35.0,35.0
35.0,35.0,35.0
35.0,34.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
36.0,35.0,35.0
35.0,34.0,35.0
34.0,35.0,35.0
33.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
36.0,35.0,36.0
34.0,36.0,35.0
35.0,35.0,34.0
35.0,35.0,36.0
35.0,34.0,35.0
35.0,34.0,35.0
34.0,34.0,35.0
34.0,35.0,35.0
34.0,35.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
36.0,34.0,35.0
34.0,35.0,35.0
34.0,34.0,35.0
35.0,35.0,36.0
35.0,35.0,35.0
34.0,36.0,35.0
35.0,35.0,35.0
35.0,35.0,35.0
34.0,35.0,35.0
35.0,35.0,35.0
34.0,35.0,35.0
35.0,35.0,36.0
35.0,35.0,35.0
35.0,35.0,34.0
35.0,35.0,35.0
35.0,34.0,35.0
34.0,35.0,35.0
34.0,35.0,35.0
35.0,35.0,35.0
34.0,35.0,36.0
35.0,35.0,35.0
35.0,35.0,35.0
36.0,36.0,35.0
35.0,34.0,34.0
35.0,35.0,35.0
35.0,35.0,35.0
35.0,36.0,35.0
